0.1,2000,1.81278531,171.46811036,58.44853156,0.01842123,2.83232332,1.23719406
0.12,1200,1.64555657,100.83173691,34.62462415,0.01364536,1.09504727,0.43429410
0.14,600,1.49432642,64.02194422,22.41862087,0.00959309,0.49111850,0.22794734
0.16,500,1.39814334,43.06419177,15.23877980,0.00577246,0.25758619,0.09378445
0.18,300,1.32437865,30.78973432,11.14384488,0.00424881,0.15938001,0.06378610
0.2,250,1.27876324,22.79121411,8.42577476,0.00444145,0.10219496,0.04738373
0.22,150,1.22627669,17.34305716,6.60740117,0.00193480,0.07127748,0.02767493
0.24,150,1.19565144,13.68960548,5.39221578,0.00264035,0.04093016,0.01625742
0.26,100,1.16578759,10.98363743,4.45967041,0.00308714,0.02886765,0.01123294
0.1,100, 1.83227462,71.80093432,25.14356858, 0.00589729, 0.10917517, 0.19225610, 100, 1.83227462,71.80093432,25.14356858, 0.00589729, 0.10917517, 0.19225610
0.12,100, 1.63215034,59.25713461,20.76313890, 0.00377315, 0.12423423, 0.13216696, 100, 1.63215034,59.25713461,20.76313890, 0.00377315, 0.12423423, 0.13216696
0.14,100, 1.49784925,47.33731290,16.79875931, 0.00365536, 0.11629873, 0.08723535, 100, 1.49784925,47.33731290,16.79875931, 0.00365536, 0.11629873, 0.08723535
0.16,100, 1.39802443,37.09876786,13.26709601, 0.00223577, 0.07076049, 0.04999410, 100, 1.39802443,37.09876786,13.26709601, 0.00223577, 0.07076049, 0.04999410
0.18,100, 1.32994578,28.67927575,10.46420819, 0.00253739, 0.06364604, 0.03267504, 100, 1.32994578,28.67927575,10.46420819, 0.00253739, 0.06364604, 0.03267504
0.2,100, 1.27232706,22.14701730, 8.22493218, 0.00285150, 0.05289205, 0.03556454, 100, 1.27232706,22.14701730, 8.22493218, 0.00285150, 0.05289205, 0.03556454
0.22,100, 1.22668380,17.20299367, 6.56345354, 0.00159211, 0.04927490, 0.02174650, 100, 1.22668380,17.20299367, 6.56345354, 0.00159211, 0.04927490, 0.02174650
0.24,100, 1.19360091,13.65767283, 5.38129494, 0.00193428, 0.03280124, 0.01490292, 100, 1.19360091,13.65767283, 5.38129494, 0.00193428, 0.03280124, 0.01490292
0.26,100, 1.16578759,10.98363743, 4.45967041, 0.00308714, 0.02886765, 0.01123294, 100, 1.16578759,10.98363743, 4.45967041, 0.00308714, 0.02886765, 0.01123294
0.28,100, 1.14481392, 9.03645402, 3.81881495, 0.00245404, 0.02601033, 0.01309940, 100, 1.14481392, 9.03645402, 3.81881495, 0.00245404, 0.02601033, 0.01309940
0.3,100, 1.12805706, 7.54237381, 3.30464003, 0.00162729, 0.01315095, 0.00669654, 100, 1.12805706, 7.54237381, 3.30464003, 0.00162729, 0.01315095, 0.00669654
0.32,100, 1.11338096, 6.35424568, 2.90307552, 0.00185133, 0.01886466, 0.00772051, 100, 1.11338096, 6.35424568, 2.90307552, 0.00185133, 0.01886466, 0.00772051
0.34,100, 1.10071140, 5.49626016, 2.61866293, 0.00165432, 0.01429203, 0.00594951, 100, 1.10071140, 5.49626016, 2.61866293, 0.00165432, 0.01429203, 0.00594951
0.36,100, 1.09133204, 4.77375869, 2.37255455, 0.00146151, 0.01182387, 0.00617660, 100, 1.09133204, 4.77375869, 2.37255455, 0.00146151, 0.01182387, 0.00617660
0.38,100, 1.08089996, 4.19953102, 2.17955775, 0.00169671, 0.00994558, 0.00526144, 100, 1.08089996, 4.19953102, 2.17955775, 0.00169671, 0.00994558, 0.00526144
0.4,100, 1.07626727, 3.73595119, 2.03671035, 0.00193108, 0.01127036, 0.00586716, 100, 1.07626727, 3.73595119, 2.03671035, 0.00193108, 0.01127036, 0.00586716
0.42,100, 1.07529243, 3.33937666, 1.90736093, 0.00208666, 0.00829900, 0.00408376, 100, 1.07529243, 3.33937666, 1.90736093, 0.00208666, 0.00829900, 0.00408376
0.44,100, 1.06716529, 3.00435710, 1.78913567, 0.00156392, 0.00620023, 0.00331531, 100, 1.06716529, 3.00435710, 1.78913567, 0.00156392, 0.00620023, 0.00331531
0.46,100, 1.06524195, 2.73799174, 1.70480327, 0.00184119, 0.00420969, 0.00344520, 100, 1.06524195, 2.73799174, 1.70480327, 0.00184119, 0.00420969, 0.00344520
0.48,100, 1.06295108, 2.50592169, 1.63330141, 0.00184599, 0.00613460, 0.00393128, 100, 1.06295108, 2.50592169, 1.63330141, 0.00184599, 0.00613460, 0.00393128
0.5,100, 1.06438056, 2.29006506, 1.55984605, 0.00154589, 0.00528704, 0.00335214, 100, 1.06438056, 2.29006506, 1.55984605, 0.00154589, 0.00528704, 0.00335214
0.52,100, 1.06512421, 2.12578672, 1.50773266, 0.00199810, 0.00422978, 0.00287840, 100, 1.06512421, 2.12578672, 1.50773266, 0.00199810, 0.00422978, 0.00287840
0.54,100, 1.06363287, 1.96846960, 1.45979044, 0.00190767, 0.00524391, 0.00301931, 100, 1.06363287, 1.96846960, 1.45979044, 0.00190767, 0.00524391, 0.00301931
0.56,100, 1.06398846, 1.82808343, 1.40776046, 0.00164255, 0.00457754, 0.00390026, 100, 1.06398846, 1.82808343, 1.40776046, 0.00164255, 0.00457754, 0.00390026
0.58,100, 1.07055451, 1.71367734, 1.37994033, 0.00230722, 0.00357527, 0.00290162, 100, 1.07055451, 1.71367734, 1.37994033, 0.00230722, 0.00357527, 0.00290162
0.6,100, 1.07572662, 1.59318533, 1.33661904, 0.00201688, 0.00287479, 0.00287591, 100, 1.07572662, 1.59318533, 1.33661904, 0.00201688, 0.00287479, 0.00287591
0.62,100, 1.08382007, 1.50572714, 1.31089416, 0.00166150, 0.00321433, 0.00255350, 100, 1.08382007, 1.50572714, 1.31089416, 0.00166150, 0.00321433, 0.00255350
0.64,100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN, 100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN
0.66,100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN, 100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN
0.68,100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN, 100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN
0.7,100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN, 100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN
